,wind_cost_scenario,pv_cost_scenario,h2_tank_cost_scenario,h2_intraday_cost_scenario,investment_solar,investment_wind,investment_storage_gas,investment_storage_liquid,investment_cost,operational_cost,Sol_wind,Sol_pv,Sol_h2_intraday,Sol_h2_tank,operational_cost_1,operational_cost_2,operational_cost_3,operational_cost_4,operational_cost_5,operational_cost_6,operational_cost_7,operational_cost_8,operational_cost_9
139,-0.4,0.3,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
140,-0.4,0.4,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
141,-0.4,0.5,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
142,-0.4,0.6,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
143,-0.4,0.7,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
144,-0.4,0.8,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
145,-0.4,0.9,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
146,-0.4,1,0,0,0,176400000,0,19200000,195600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
147,-0.3,-1,0,0,0,48300000,20000,60800000,109120000,35183588.33,23,6412,1,76,3699018.453,2939154.839,5046210.628,3605943.151,2860949.58,4925376.535,3828056.17,3044301.823,5234577.149
148,-0.3,-0.9,0,0,40280000,128100000,20000,14400000,182800000,4085720.826,61,1007,1,18,244891.9762,96528.38155,974001.4974,227510.502,90377.23044,851403.0946,278873.8988,103682.0996,1218452.145
149,-0.3,-0.8,0,0,38560000,159600000,0,16000000,214160000,3030376.984,76,482,0,20,75136.54733,5825.08389,473956.6517,68750.37704,5474.357511,349977.7495,83970.99607,6230.114522,1961055.106
150,-0.3,-0.7,0,0,10560000,195300000,0,18400000,224260000,3877697.172,93,88,0,23,16812.67378,1364.050755,1184549.369,10584.95151,1020.98037,972935.6814,28046.11263,1854.92347,1660528.429
151,-0.3,-0.6,0,0,1920000,203700000,0,19200000,224820000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
152,-0.3,-0.5,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
153,-0.3,-0.4,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
154,-0.3,-0.3,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
155,-0.3,-0.2,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
156,-0.3,-0.1,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
157,-0.3,0,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
158,-0.3,0.1,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
159,-0.3,0.2,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
160,-0.3,0.3,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
161,-0.3,0.4,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
162,-0.3,0.5,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
163,-0.3,0.6,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
164,-0.3,0.7,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
165,-0.3,0.8,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
166,-0.3,0.9,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
167,-0.3,1,0,0,0,205800000,0,19200000,225000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
168,-0.2,-1,0,0,0,48000000,0,66400000,114400000,42688379.45,20,6412,0,83,4536533.547,3755306.155,5877033.124,4426162.551,3661320.067,5738425.665,4702963.931,3887158.127,6103476.28
169,-0.2,-0.9,0,0,41720000,144000000,0,15200000,200920000,4354166.638,60,1043,0,19,262267.4758,107365.1136,1042548.443,243935.8811,100468.2017,912347.8223,298483.3617,115591.0443,1271159.294
170,-0.2,-0.8,0,0,52640000,168000000,0,15200000,235840000,3267568.426,70,658,0,19,127663.0041,24964.28191,503662.9294,116393.2305,23768.5197,444403.169,144779.1932,26673.10196,1855260.996
171,-0.2,-0.7,0,0,22200000,211200000,60000,17600000,251060000,3113431.814,88,185,3,22,15430.01566,862.6782945,802844.1244,13121.70634,774.8200433,509577.192,18776.35534,1174.978959,1750869.943
172,-0.2,-0.6,0,0,1920000,232800000,0,19200000,253920000,6509142.606,97,12,0,24,93677.21268,4157.02215,2057410.768,84225.22501,3777.679848,1965137.143,103982.5769,4576.985616,2192197.992
173,-0.2,-0.5,0,0,2400000,232800000,0,19200000,254400000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
174,-0.2,-0.4,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
175,-0.2,-0.3,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
176,-0.2,-0.2,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
177,-0.2,-0.1,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
178,-0.2,0,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
179,-0.2,0.1,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
180,-0.2,0.2,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
181,-0.2,0.3,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
182,-0.2,0.4,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
183,-0.2,0.5,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
184,-0.2,0.6,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
185,-0.2,0.7,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
186,-0.2,0.8,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
187,-0.2,0.9,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
188,-0.2,1,0,0,0,235200000,0,19200000,254400000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
189,-0.1,-1,0,0,0,54000000,0,66400000,120400000,42688379.45,20,6412,0,83,4536533.547,3755306.155,5877033.124,4426162.551,3661320.067,5738425.665,4702963.931,3887158.127,6103476.28
190,-0.1,-0.9,0,0,50200000,143100000,0,24800000,218100000,7116681.029,53,1255,0,31,462613.6877,214821.3578,1601764.812,426132.5659,200806.3137,1403529.064,544329.5727,233138.918,2029544.738
191,-0.1,-0.8,0,0,59120000,183600000,60000,13600000,256380000,2919004.444,68,739,3,17,147523.0477,37097.61291,551572.8322,135093.2791,35103.31688,480055.6803,167514.1787,39408.03939,1325636.457
192,-0.1,-0.7,0,0,35640000,224100000,0,16800000,276540000,2837138.588,83,297,0,21,32321.65034,1354.99695,582702.5578,29070.84437,1195.707987,364171.2479,36518.80821,1544.668464,1788258.106
193,-0.1,-0.6,0,0,1920000,261900000,0,19200000,283020000,6491795.497,97,12,0,24,92943.48606,4123.715321,2051166.57,83302.19658,3735.955383,1957093.807,103439.2002,4551.633684,2191438.933
194,-0.1,-0.5,0,0,2400000,261900000,0,19200000,283500000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
195,-0.1,-0.4,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
196,-0.1,-0.3,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
197,-0.1,-0.2,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
198,-0.1,-0.1,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
199,-0.1,0,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
200,-0.1,0.1,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
201,-0.1,0.2,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
202,-0.1,0.3,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
203,-0.1,0.4,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
204,-0.1,0.5,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
205,-0.1,0.6,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
206,-0.1,0.7,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
207,-0.1,0.8,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
208,-0.1,0.9,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
209,-0.1,1,0,0,0,264600000,0,19200000,283800000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
210,0,-1,0,0,0,60000000,0,66400000,126400000,42688379.45,20,6412,0,83,4536533.547,3755306.155,5877033.124,4426162.551,3661320.067,5738425.665,4702963.931,3887158.127,6103476.28
211,0,-0.9,0,0,59640000,135000000,0,36800000,231440000,13841995.11,45,1491,0,46,1116840.426,557498.0721,2385156.542,1023776.197,514155.6116,2096396.813,1294255.069,617463.2178,4236453.158
212,0,-0.8,0,0,65680000,198000000,0,12800000,276480000,3063536.336,66,821,0,16,170099.1557,50990.09964,659508.3282,156388.8689,48037.7408,573286.8448,193432.5497,54380.78222,1157411.966
213,0,-0.7,0,0,38520000,246000000,0,16800000,301320000,2865974.968,82,321,0,21,37417.7678,1577.42082,571926.484,34011.75506,1399.191051,343847.7639,41943.53572,1787.452971,1832063.597
214,0,-0.6,0,0,29600000,264000000,60000,17600000,311260000,3113289.237,88,185,3,22,15430.01566,862.6782945,802844.1244,13121.70634,774.8200433,509577.192,18776.35534,1174.978959,1750727.366
215,0,-0.5,0,0,2400000,291000000,0,19200000,312600000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
216,0,-0.4,0,0,2880000,291000000,0,19200000,313080000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
217,0,-0.3,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
218,0,-0.2,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
219,0,-0.1,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
220,0,0,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
221,0,0.1,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
222,0,0.2,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
223,0,0.3,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
224,0,0.4,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
225,0,0.5,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
226,0,0.6,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
227,0,0.7,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
228,0,0.8,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
229,0,0.9,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
230,0,1,0,0,0,294000000,0,19200000,313200000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
231,0.1,-1,0,0,0,66000000,0,66400000,132400000,42688429.36,20,6412,0,83,4536533.547,3755306.155,5877033.124,4426162.551,3661320.067,5738425.665,4702963.931,3887158.127,6103526.196
232,0.1,-0.9,0,0,59640000,148500000,0,36800000,244940000,13850820.53,45,1491,0,46,1116964.611,557551.1792,2385603.012,1023882.568,514204.5019,2096644.553,1294471.576,617563.7069,4243934.818
233,0.1,-0.8,0,0,68880000,214500000,0,12800000,296180000,3217475.665,65,861,0,16,183397.537,58794.57486,717244.7129,168975.633,55309.04753,624366.2283,208487.2828,62698.00429,1138202.644
234,0.1,-0.7,0,0,61080000,247500000,0,16000000,324580000,3115502.704,75,509,0,20,82894.83329,7687.891561,460983.8962,75812.00982,7324.883699,363393.5734,92946.04959,8121.279542,2016338.287
235,0.1,-0.6,0,0,32960000,287100000,0,17600000,337660000,3010914.991,87,206,0,22,17257.05711,917.3918966,743240.7404,14931.95529,819.5605466,461467.8215,20558.82601,1126.619915,1750595.018
236,0.1,-0.5,0,0,2400000,320100000,0,19200000,341700000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
237,0.1,-0.4,0,0,2880000,320100000,0,19200000,342180000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
238,0.1,-0.3,0,0,3360000,320100000,0,19200000,342660000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
239,0.1,-0.2,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
240,0.1,-0.1,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
241,0.1,0,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
242,0.1,0.1,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
243,0.1,0.2,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
244,0.1,0.3,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
245,0.1,0.4,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
246,0.1,0.5,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
247,0.1,0.6,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
248,0.1,0.7,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
249,0.1,0.8,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
250,0.1,0.9,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
251,0.1,1,0,0,0,323400000,0,19200000,342600000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
252,0.2,-1,0,0,0,72000000,0,66400000,138400000,42688429.36,20,6412,0,83,4536533.547,3755306.155,5877033.124,4426162.551,3661320.067,5738425.665,4702963.931,3887158.127,6103526.196
253,0.2,-0.9,0,0,62040000,158400000,20000,37600000,258060000,14479740.7,44,1551,1,47,1200933.056,636634.2663,2480229.715,1101073.444,587677.3688,2192709.953,1385107.746,703648.6411,4191726.507
254,0.2,-0.8,0,0,80560000,219600000,20000,14400000,314580000,4085720.826,61,1007,1,18,244891.9762,96528.38155,974001.4974,227510.502,90377.23044,851403.0946,278873.8988,103682.0996,1218452.145
255,0.2,-0.7,0,0,74400000,255600000,0,16000000,346000000,3507398.014,71,620,0,20,118542.883,19725.86945,489308.0106,107677.884,18910.22024,429066.9919,134006.7764,21215.92788,2168943.451
256,0.2,-0.6,0,0,47520000,298800000,0,16800000,363120000,2837138.588,83,297,0,21,32321.65034,1354.99695,582702.5578,29070.84437,1195.707987,364171.2479,36518.80821,1544.668464,1788258.106
257,0.2,-0.5,0,0,21200000,331200000,0,18400000,370800000,3774372.174,92,106,0,23,13120.64691,1162.926948,1111392.639,9895.838277,820.4274475,873949.2776,24739.57534,1644.970566,1737645.872
258,0.2,-0.4,0,0,2880000,349200000,0,19200000,371280000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
259,0.2,-0.3,0,0,3360000,349200000,0,19200000,371760000,6465808.464,97,12,0,24,92597.2095,4113.319233,2046653.104,82966.68537,3725.559295,1952801.315,103074.8123,4540.53639,2175335.923
260,0.2,-0.2,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
261,0.2,-0.1,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
262,0.2,0,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
263,0.2,0.1,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
264,0.2,0.2,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
265,0.2,0.3,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
266,0.2,0.4,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
267,0.2,0.5,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
268,0.2,0.6,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
269,0.2,0.7,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
270,0.2,0.8,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
271,0.2,0.9,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
272,0.2,1,0,0,0,352800000,0,19200000,372000000,7376521.31,98,0,0,24,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646,127459.9601,5809.830073,2325570.646
273,0.3,-1,0,0,0,78000000,0,66400000,144400000,42688429.36,20,6412,0,83,4536533.547,3755306.155,5877033.124,4426162.551,3661320.067,5738425.665,4702963.931,3887158.127,6103526.196
274,0.3,-0.9,0,0,75800000,148200000,0,45600000,269600000,20091881.1,38,1895,0,57,1758899.967,1174274.774,3263359.411,1611857.134,1081963.206,2956361.87,1986826.512,1296094.731,4962243.492
275,0.3,-0.8,0,0,106880000,195000000,0,29600000,331480000,9378057.128,50,1336,0,37,682767.1339,288181.4489,1879604.524,626572.3928,268913.1929,1644611.429,797231.3695,312725.532,2877450.104
276,0.3,-0.7,0,0,78120000,273000000,0,16000000,367120000,3516193.889,70,651,0,20,128414.6556,25061.82825,507926.0303,116865.8592,23825.19064,447465.5258,145768.6857,26752.46936,2094113.644
277,0.3,-0.6,0,0,51360000,319800000,0,16800000,387960000,2865974.968,82,321,0,21,37417.7678,1577.42082,571926.484,34011.75506,1399.191051,343847.7639,41943.53572,1787.452971,1832063.597
