,wind_cost_scenario,pv_cost_scenario,h2_tank_cost_scenario,h2_intraday_cost_scenario,investment_solar,investment_wind,investment_storage_gas,investment_storage_liquid,investment_cost,operational_cost,Sol_wind,Sol_pv,Sol_h2_tank,Sol_h2_intraday,operational_cost_1,operational_cost_2,operational_cost_3,operational_cost_4,operational_cost_5,operational_cost_6,operational_cost_7,operational_cost_8,operational_cost_9
95,-0.6,0.1,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173232,4467.9125107551345,1887921.4016286717,89113.39900173234,4467.912510755136,1887921.401628672,89113.39900173232,4467.912510755135,1887921.401628672
96,-0.6,0.2,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423478,100.0,0.0,0.0,21.0,89113.39900173232,4467.912510755135,1887921.4016286721,89113.39900173232,4467.912510755134,1887921.401628672,89113.39900173232,4467.912510755135,1887921.4016286714
97,-0.6,0.3,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423478,100.0,0.0,0.0,21.0,89113.3990017323,4467.912510755135,1887921.4016286717,89113.39900173232,4467.912510755135,1887921.4016286721,89113.39900173232,4467.912510755137,1887921.4016286721
98,-0.6,0.4,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423478,100.0,0.0,0.0,21.0,89113.39900173232,4467.912510755135,1887921.401628672,89113.39900173231,4467.912510755135,1887921.4016286721,89113.39900173232,4467.912510755136,1887921.401628672
99,-0.6,0.5,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173231,4467.912510755135,1887921.401628672,89113.39900173231,4467.912510755136,1887921.401628672,89113.39900173231,4467.912510755135,1887921.4016286714
100,-0.6,0.6,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423478,100.0,0.0,0.0,21.0,89113.39900173231,4467.912510755136,1887921.4016286721,89113.39900173232,4467.912510755135,1887921.4016286721,89113.39900173232,4467.912510755136,1887921.401628672
101,-0.6,0.7,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173231,4467.912510755137,1887921.4016286714,89113.3990017323,4467.912510755135,1887921.401628672,89113.3990017323,4467.912510755136,1887921.401628672
102,-0.6,0.8,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423478,100.0,0.0,0.0,21.0,89113.39900173231,4467.912510755135,1887921.401628672,89113.39900173232,4467.912510755136,1887921.401628672,89113.39900173232,4467.912510755136,1887921.401628672
103,-0.6,0.9,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173232,4467.912510755136,1887921.4016286714,89113.39900173232,4467.912510755135,1887921.401628672,89113.39900173232,4467.912510755135,1887921.401628672
104,-0.6,1.0,0,0,0.0,120000000.0,0.0,16800000.0,136800000.0,5944508.139423477,100.0,0.0,0.0,21.0,89113.39900173231,4467.912510755136,1887921.4016286717,89113.39900173232,4467.912510755136,1887921.401628672,89113.39900173231,4467.912510755135,1887921.401628672
105,-0.5,-1.0,0,0,0.0,57000000.0,0.0,36800000.0,93800000.0,12526804.254986534,38.0,6412.0,0.0,46.0,1196376.5867601112,822169.7374993019,2146069.3564107143,1161971.9599829782,795715.7353192348,2084879.398126097,1241334.8654808966,852427.2307138073,2225859.384693394
106,-0.5,-0.9,0,0,33399999.999999993,99000000.0,0.0,12000000.0,144400000.0,2922442.5900936774,66.0,835.0,0.0,15.0,168583.16295914733,50726.949952391966,651370.5319241303,155500.37649118595,47872.38404125031,566176.2329440052,191366.7132270292,54062.13092404457,1036784.1076304925
107,-0.5,-0.8,0,0,15679999.999999996,132000000.0,0.0,16800000.0,164480000.0,2545226.8025261182,88.0,196.0,0.0,21.0,14670.949872083942,834.6157612031304,707715.013510361,12495.348466907843,741.6296950638057,437558.7439361631,17745.639102301073,1055.2874441435852,1352409.5747378909
108,-0.5,-0.7,0,0,720000.0000000001,147000000.0,0.0,18400000.0,166120000.0,6490057.1527684815,98.0,6.0,0.0,23.0,99349.59610970008,4566.097215446453,2058536.9427572319,94255.20986323277,4367.092181335546,2009652.6506685605,104721.51949207451,4781.7693651122345,2109826.275115787
109,-0.5,-0.6,0,0,160000.0,148500000.0,0.0,17600000.0,166260000.0,6489085.573782604,99.0,1.0,0.0,22.0,102833.50490155758,4912.726715655508,2055211.87061541,102004.86685898154,4874.073181054971,2046990.2678786814,103693.70555292442,4954.522969657246,2063610.0351086815
110,-0.5,-0.5,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.6464193687,127459.9600877924,5809.830072921051,2325570.6464193673,127459.96008779247,5809.8300729210505,2325570.6464193678
111,-0.5,-0.4,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921053,2325570.646419367,127459.96008779245,5809.830072921051,2325570.646419367,127459.96008779244,5809.830072921052,2325570.6464193678
112,-0.5,-0.3,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740268,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193757,127459.96008779248,5809.830072921051,2325570.6464193757,127459.96008779247,5809.8300729210505,2325570.6464193757
113,-0.5,-0.2,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.30974027,98.0,0.0,0.0,24.0,127459.9600877925,5809.830072921053,2325570.646419376,127459.96008779248,5809.830072921052,2325570.646419377,127459.96008779245,5809.830072921052,2325570.6464193757
114,-0.5,-0.1,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921051,2325570.6464193673,127459.96008779247,5809.830072921052,2325570.6464193673,127459.9600877925,5809.8300729210505,2325570.646419367
115,-0.5,0.0,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921053,2325570.6464193678,127459.96008779245,5809.8300729210505,2325570.6464193678,127459.96008779241,5809.830072921051,2325570.6464193673
116,-0.5,0.1,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779253,5809.830072921052,2325570.6464193673,127459.96008779247,5809.830072921051,2325570.6464193687,127459.96008779248,5809.83007292105,2325570.6464193673
117,-0.5,0.2,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779244,5809.8300729210505,2325570.6464193678,127459.96008779245,5809.830072921052,2325570.6464193673,127459.9600877925,5809.8300729210505,2325570.646419367
118,-0.5,0.3,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740268,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921054,2325570.6464193766,127459.96008779248,5809.8300729210505,2325570.6464193747,127459.96008779248,5809.8300729210505,2325570.646419376
119,-0.5,0.4,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921051,2325570.6464193673,127459.96008779244,5809.8300729210505,2325570.646419367,127459.96008779244,5809.830072921051,2325570.6464193678
120,-0.5,0.5,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779245,5809.8300729210505,2325570.646419368,127459.96008779244,5809.830072921052,2325570.6464193673,127459.96008779248,5809.8300729210505,2325570.646419367
121,-0.5,0.6,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.9600877925,5809.8300729210505,2325570.6464193678,127459.9600877925,5809.830072921051,2325570.6464193678,127459.96008779245,5809.8300729210505,2325570.6464193678
122,-0.5,0.7,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.6464193673,127459.96008779247,5809.830072921051,2325570.6464193678,127459.96008779248,5809.8300729210505,2325570.6464193678
123,-0.5,0.8,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921052,2325570.6464193687,127459.96008779247,5809.83007292105,2325570.6464193673,127459.96008779245,5809.830072921052,2325570.646419367
124,-0.5,0.9,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921052,2325570.6464193678,127459.96008779247,5809.830072921051,2325570.6464193678,127459.96008779244,5809.8300729210505,2325570.646419367
125,-0.5,1.0,0,0,0.0,147000000.0,0.0,19200000.0,166200000.0,7376521.309740244,98.0,0.0,0.0,24.0,127459.96008779248,5809.8300729210505,2325570.6464193673,127459.96008779248,5809.830072921052,2325570.646419368,127459.9600877925,5809.830072921051,2325570.6464193678
126,-0.4,-1.0,0,0,0.0,50400000.0,0.0,52800000.0,103200000.0,25007931.144126147,28.0,6412.0,0.0,66.0,2577243.647346771,1867817.8493967864,3863768.69577191,2507091.9565733545,1815093.6876743368,3767563.8306182437,2670805.897988764,1940172.811527602,3998372.767228379
127,-0.4,-0.9,0,0,33399999.999999993,118800000.0,0.0,12000000.0,164200000.0,2922442.590093677,66.0,835.0,0.0,15.0,168583.16295914716,50726.949952391966,651370.5319241298,155500.37649118595,47872.38404125031,566176.2329440052,191366.7132270292,54062.13092404453,1036784.1076304927
128,-0.4,-0.8,0,0,23759999.999999996,149400000.0,0.0,16800000.0,189960000.0,2837138.587788243,83.0,297.0,0.0,21.0,32321.65033986298,1354.9969500868185,582702.5577774432,29070.84436522627,1195.7079872663064,364171.2478585412,36518.808206809066,1544.668464324937,1788258.1058386823
129,-0.4,-0.7,0,0,1440000.0000000002,174600000.0,0.0,19200000.0,195240000.0,6509142.605725676,97.0,12.0,0.0,24.0,93677.2126825071,4157.02215003608,2057410.768171706,84225.22501211682,3777.679848413397,1965137.1433089965,103982.5769080636,4576.985616450078,2192197.9920273866
130,-0.4,-0.6,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779244,5809.8300729210505,2325570.6464193757,127459.96008779248,5809.83007292105,2325570.6464193757,127459.96008779247,5809.83007292105,2325570.6464193757
131,-0.4,-0.5,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779241,5809.830072921053,2325570.646419368,127459.96008779247,5809.830072921052,2325570.6464193673,127459.96008779247,5809.83007292105,2325570.6464193673
132,-0.4,-0.4,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921053,2325570.646419367,127459.96008779244,5809.8300729210505,2325570.6464193673,127459.96008779248,5809.830072921052,2325570.646419368
133,-0.4,-0.3,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.646419368,127459.96008779247,5809.830072921051,2325570.6464193678,127459.96008779241,5809.830072921052,2325570.646419367
134,-0.4,-0.2,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779242,5809.830072921051,2325570.646419368,127459.96008779247,5809.83007292105,2325570.6464193678,127459.96008779245,5809.830072921051,2325570.646419367
135,-0.4,-0.1,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740241,98.0,0.0,0.0,24.0,127459.96008779241,5809.830072921052,2325570.6464193673,127459.96008779248,5809.830072921051,2325570.6464193673,127459.96008779247,5809.830072921051,2325570.646419367
136,-0.4,0.0,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921053,2325570.6464193673,127459.96008779247,5809.830072921051,2325570.6464193673,127459.96008779248,5809.830072921051,2325570.6464193678
137,-0.4,0.1,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921051,2325570.6464193757,127459.96008779245,5809.830072921053,2325570.646419375,127459.96008779241,5809.830072921051,2325570.6464193757
138,-0.4,0.2,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921051,2325570.646419368,127459.96008779245,5809.8300729210505,2325570.646419367,127459.96008779244,5809.83007292105,2325570.6464193673
139,-0.4,0.3,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193673,127459.96008779242,5809.830072921051,2325570.6464193678,127459.96008779244,5809.830072921052,2325570.646419367
140,-0.4,0.4,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921051,2325570.6464193678,127459.96008779247,5809.830072921051,2325570.6464193673,127459.96008779247,5809.8300729210505,2325570.646419367
141,-0.4,0.5,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921051,2325570.6464193757,127459.96008779248,5809.830072921052,2325570.6464193747,127459.96008779247,5809.8300729210505,2325570.6464193757
142,-0.4,0.6,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921051,2325570.6464193757,127459.96008779248,5809.830072921052,2325570.6464193747,127459.96008779247,5809.8300729210505,2325570.6464193757
143,-0.4,0.7,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921051,2325570.6464193757,127459.96008779248,5809.830072921052,2325570.6464193747,127459.96008779247,5809.8300729210505,2325570.6464193757
144,-0.4,0.8,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740269,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921052,2325570.6464193757,127459.96008779255,5809.8300729210505,2325570.646419376,127459.96008779247,5809.830072921053,2325570.646419376
145,-0.4,0.9,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779247,5809.8300729210505,2325570.646419368,127459.96008779244,5809.83007292105,2325570.6464193673,127459.96008779245,5809.8300729210505,2325570.6464193678
146,-0.4,1.0,0,0,0.0,176400000.0,0.0,19200000.0,195600000.0,7376521.309740269,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921053,2325570.6464193766,127459.96008779244,5809.830072921051,2325570.6464193747,127459.96008779255,5809.830072921051,2325570.646419376
147,-0.3,-1.0,0,0,0.0,48300000.0,20000.0,60800000.0,109120000.0,35183588.32828072,23.0,6412.0,1.0,76.0,3699018.4532762417,2939154.8389543844,5046210.627621112,3605943.1508232323,2860949.580390237,4925376.535356665,3828056.1698209257,3044301.8227662374,5234577.149271681
148,-0.3,-0.9,0,0,40279999.99999999,128100000.0,20000.0,14400000.0,182800000.0,4085720.8255820675,61.0,1007.0,1.0,18.0,244891.97615559347,96528.38154900081,974001.4974319367,227510.50200726368,90377.23043688171,851403.0945501237,278873.89879946085,103682.09955635996,1218452.1450954468
149,-0.3,-0.8,0,0,38559999.99999999,159600000.0,0.0,16000000.0,214160000.0,3030376.983921773,76.0,482.0,0.0,20.0,75136.54733049156,5825.083890350041,473956.65173965687,68750.37703917871,5474.357510800959,349977.7494542022,83970.99606637805,6230.114521772986,1961055.1063689415
150,-0.3,-0.7,0,0,10560000.000000002,195300000.0,0.0,18400000.0,224260000.0,3877697.1722627426,93.0,88.0,0.0,23.0,16812.673779318648,1364.0507548687094,1184549.3690809992,10584.951511450017,1020.9803696374377,972935.6813553787,28046.112625874448,1854.9234699317058,1660528.4293152834
151,-0.3,-0.6,0,0,1920000.0,203700000.0,0.0,19200000.0,224820000.0,6465808.46430718,97.0,12.0,0.0,24.0,92597.20950192632,4113.319232855891,2046653.1037176142,82966.6853689918,3725.559295203329,1952801.3151492542,103074.81233066447,4540.536390369267,2175335.9233203004
152,-0.3,-0.5,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921051,2325570.6464193757,127459.96008779248,5809.830072921051,2325570.6464193757,127459.96008779244,5809.830072921051,2325570.6464193757
153,-0.3,-0.4,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.6464193673,127459.96008779244,5809.8300729210505,2325570.6464193678,127459.96008779242,5809.830072921051,2325570.646419367
154,-0.3,-0.3,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740268,98.0,0.0,0.0,24.0,127459.9600877925,5809.830072921053,2325570.6464193757,127459.96008779248,5809.8300729210505,2325570.6464193757,127459.96008779245,5809.83007292105,2325570.6464193757
155,-0.3,-0.2,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.30974027,98.0,0.0,0.0,24.0,127459.96008779251,5809.830072921051,2325570.6464193766,127459.96008779247,5809.8300729210505,2325570.6464193757,127459.96008779248,5809.8300729210505,2325570.6464193766
156,-0.3,-0.1,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193673,127459.96008779247,5809.830072921051,2325570.6464193678,127459.96008779245,5809.830072921051,2325570.646419367
157,-0.3,0.0,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.646419375,127459.96008779248,5809.8300729210505,2325570.646419375,127459.96008779247,5809.830072921052,2325570.6464193757
158,-0.3,0.1,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921051,2325570.646419368,127459.96008779247,5809.8300729210505,2325570.6464193673,127459.96008779245,5809.830072921051,2325570.646419367
159,-0.3,0.2,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921052,2325570.646419375,127459.96008779247,5809.83007292105,2325570.6464193747,127459.96008779247,5809.830072921052,2325570.6464193747
160,-0.3,0.3,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921052,2325570.6464193757,127459.96008779245,5809.830072921053,2325570.646419375,127459.96008779247,5809.830072921051,2325570.6464193757
161,-0.3,0.4,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921053,2325570.6464193678,127459.96008779245,5809.830072921051,2325570.6464193673,127459.96008779247,5809.8300729210505,2325570.646419367
162,-0.3,0.5,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193678,127459.96008779247,5809.8300729210505,2325570.6464193678,127459.9600877925,5809.830072921051,2325570.6464193673
163,-0.3,0.6,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921052,2325570.6464193678,127459.96008779244,5809.830072921051,2325570.6464193673,127459.96008779247,5809.830072921049,2325570.6464193673
164,-0.3,0.7,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740268,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921051,2325570.6464193757,127459.96008779247,5809.8300729210505,2325570.6464193743,127459.96008779248,5809.830072921052,2325570.6464193757
165,-0.3,0.8,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193678,127459.96008779247,5809.830072921052,2325570.6464193673,127459.96008779244,5809.830072921051,2325570.6464193673
166,-0.3,0.9,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.309740245,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921051,2325570.646419368,127459.96008779242,5809.8300729210505,2325570.646419368,127459.96008779244,5809.8300729210505,2325570.646419368
167,-0.3,1.0,0,0,0.0,205800000.0,0.0,19200000.0,225000000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.9600877925,5809.830072921054,2325570.6464193687,127459.96008779244,5809.83007292105,2325570.6464193673,127459.96008779244,5809.8300729210505,2325570.6464193678
168,-0.2,-1.0,0,0,0.0,48000000.0,0.0,66400000.0,114400000.0,42688379.44781138,20.0,6412.0,0.0,83.0,4536533.54672489,3755306.1552532995,5877033.123666468,4426162.550770882,3661320.067130398,5738425.665185082,4702963.9314869,3887158.127426454,6103476.280167003
169,-0.2,-0.9,0,0,41719999.99999999,144000000.0,0.0,15200000.0,200920000.0,4354166.63820106,60.0,1043.0,0.0,19.0,262267.47582232155,107365.1136142279,1042548.44314697,243935.8811314889,100468.20170537537,912347.8223237306,298483.36169366544,115591.04430001428,1271159.2944632662
170,-0.2,-0.8,0,0,52639999.99999999,168000000.0,0.0,15200000.0,235840000.0,3267568.426134648,70.0,658.0,0.0,19.0,127663.00408517507,24964.281911759535,503662.9293516458,116393.23051893065,23768.519695320745,444403.16900185146,144779.19322088154,26673.10195644962,1855260.9963926335
171,-0.2,-0.7,0,0,22200000.000000004,211200000.0,60000.0,17600000.0,251060000.0,3113431.8139460776,88.0,185.0,3.0,22.0,15430.015655829404,862.6782945123582,802844.1243862471,13121.706337044532,774.8200432654312,509577.19198997185,18776.355335702694,1174.9789589408963,1750869.9429445635
172,-0.2,-0.6,0,0,1920000.0,232800000.0,0.0,19200000.0,253920000.0,6509142.605725671,97.0,12.0,0.0,24.0,93677.21268250693,4157.022150036072,2057410.7681717053,84225.22501211663,3777.679848413392,1965137.1433089941,103982.57690806346,4576.985616450073,2192197.992027385
173,-0.2,-0.5,0,0,2400000.0,232800000.0,0.0,19200000.0,254400000.0,6465808.4643071685,97.0,12.0,0.0,24.0,92597.2095019263,4113.31923285589,2046653.1037176144,82966.68536899178,3725.5592952033294,1952801.3151492546,103074.8123306645,4540.536390369267,2175335.923320289
174,-0.2,-0.4,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921053,2325570.6464193673,127459.96008779245,5809.830072921051,2325570.6464193673,127459.96008779244,5809.830072921051,2325570.6464193678
175,-0.2,-0.3,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921051,2325570.646419368,127459.96008779247,5809.830072921051,2325570.6464193678,127459.96008779241,5809.8300729210505,2325570.6464193664
176,-0.2,-0.2,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740244,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921051,2325570.6464193687,127459.96008779245,5809.83007292105,2325570.6464193678,127459.96008779245,5809.8300729210505,2325570.6464193678
177,-0.2,-0.1,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740268,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193757,127459.96008779248,5809.83007292105,2325570.6464193747,127459.9600877925,5809.830072921051,2325570.6464193757
178,-0.2,0.0,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193673,127459.96008779245,5809.830072921051,2325570.6464193678,127459.96008779244,5809.830072921051,2325570.646419367
179,-0.2,0.1,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740268,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921053,2325570.6464193757,127459.96008779247,5809.830072921051,2325570.6464193757,127459.96008779247,5809.8300729210505,2325570.6464193766
180,-0.2,0.2,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921053,2325570.646419368,127459.96008779247,5809.830072921051,2325570.646419368,127459.96008779247,5809.8300729210505,2325570.6464193673
181,-0.2,0.3,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193678,127459.9600877925,5809.83007292105,2325570.6464193678,127459.96008779247,5809.83007292105,2325570.6464193664
182,-0.2,0.4,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740243,98.0,0.0,0.0,24.0,127459.9600877924,5809.830072921052,2325570.6464193673,127459.96008779244,5809.8300729210505,2325570.6464193678,127459.96008779248,5809.830072921052,2325570.6464193678
183,-0.2,0.5,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740245,98.0,0.0,0.0,24.0,127459.96008779247,5809.830072921053,2325570.6464193678,127459.96008779244,5809.830072921052,2325570.6464193678,127459.96008779248,5809.8300729210505,2325570.646419368
184,-0.2,0.6,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740266,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921052,2325570.6464193747,127459.96008779248,5809.8300729210505,2325570.646419373,127459.96008779251,5809.830072921051,2325570.6464193766
185,-0.2,0.7,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740242,98.0,0.0,0.0,24.0,127459.96008779245,5809.830072921051,2325570.6464193673,127459.96008779244,5809.830072921052,2325570.646419367,127459.96008779247,5809.8300729210505,2325570.6464193673
186,-0.2,0.8,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.3097402435,98.0,0.0,0.0,24.0,127459.96008779248,5809.830072921051,2325570.646419368,127459.96008779245,5809.830072921051,2325570.6464193673,127459.96008779245,5809.830072921051,2325570.6464193678
187,-0.2,0.9,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740244,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.6464193687,127459.96008779244,5809.830072921052,2325570.6464193678,127459.96008779248,5809.830072921052,2325570.6464193678
188,-0.2,1.0,0,0,0.0,235200000.0,0.0,19200000.0,254400000.0,7376521.309740244,98.0,0.0,0.0,24.0,127459.96008779244,5809.830072921052,2325570.6464193687,127459.96008779244,5809.830072921052,2325570.6464193678,127459.96008779248,5809.830072921052,2325570.6464193678
189,-0.1,-1.0,0,0,0.0,54000000.0,0.0,66400000.0,120400000.0,42688379.447811216,20.0,6412.0,0.0,83.0,4536533.5467248745,3755306.1552532865,5877033.123666444,4426162.550770862,3661320.067130386,5738425.665185055,4702963.931486883,3887158.127426441,6103476.280166981
190,-0.1,-0.9,0,0,50199999.99999999,143100000.0,0.0,24800000.0,218100000.0,7116681.029420452,53.0,1255.0,0.0,31.0,462613.68766365986,214821.3578095743,1601764.8115734337,426132.5658941982,200806.31374027353,1403529.063915977,544329.5727240329,233138.91799440014,2029544.738104902
191,-0.1,-0.8,0,0,59119999.99999999,183600000.0,60000.0,13600000.0,256380000.0,2919004.4438567115,68.0,739.0,3.0,17.0,147523.0476741393,37097.61291194735,551572.8322280109,135093.2790554529,35103.31688184022,480055.68031613255,167514.17871249115,39408.0393926135,1325636.4566840837
